Unique ID,Abbreviation,Parent Agency,Bureau,Date,Fedscope ID,Capacity Score,Capacity Score SD,Capacity Upperbound,Capacity Lowerbound
TD10-200109,NHTSA,Department of Transportation,National Highway Traffic Safety Administration,2001,TD10,0.407124885,0.732486621,-1.026305606,1.843111605
TD11-200109,RITA,Department of Transportation,Research and Innovative Technologies Administration,2001,TD11,0.432161169,0.736038186,-1.015436515,1.859957835
TD13-200109,MA,Department of Transportation,Maritime Administration,2001,TD13,-0.682644855,0.7274677,-2.122287717,0.732929528
TD15-200109,STB,Surface Transportation Board,,2001,TD15,0.038512119,0.721344017,-1.374531871,1.456381898
TD16-200109,BTS,Department of Transportation,Bureau of Transportation Statistics,2001,TD16,0.588039263,0.724479323,-0.823739319,1.988079532
TD17-200109,FMCSA,Department of Transportation,Federal Motor Carrier Safety Administration,2001,TD17,-0.666874074,0.73438583,-2.106304517,0.777266979
TN00-200109,USTR,Executive Office of the President,Office of the United States Trade Representative,2001,TN00,0.711525304,0.725151409,-0.71134235,2.140604022
TR-DEP-200109,TRS,Department of the Treasury,,2001,TR-DEP,-1.070563702,0.733927621,-2.508424905,0.360437984
TR35-200109,OTS,Department of the Treasury,Office of Thrift Supervision,2001,TR35,0.124874207,0.728648396,-1.28694704,1.532392868
TR40-200109,ATTTB,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,2001,TR40,-1.130229577,0.731699303,-2.565926095,0.291217733
TR91-200109,TRSMANG,Department of the Treasury,Departmental Offices,2001,TR91,0.197579985,0.737123925,-1.253324085,1.63873498
TR93-200109,IRS,Department of the Treasury,Internal Revenue Service,2001,TR93,-1.233780579,0.728213659,-2.654804082,0.185385038
TRAA-200109,FMS,Department of the Treasury,Financial Management Service,2001,TRAA,-0.913477419,0.7271372,-2.368433813,0.498068574
TRAB-200109,BPD,Department of the Treasury,Bureau of the Public Debt,2001,TRAB,-0.872586022,0.731210197,-2.319977198,0.550745348
TRAD-200109,MINT,Department of the Treasury,United States Mint,2001,TRAD,-0.949393053,0.723016758,-2.370909005,0.462207553
TRA#-200109,CS,Department of the Treasury,U.S. Customs Service,2001,TRA#,-0.843226742,0.723889056,-2.248214464,0.587101065
TRAF-200109,FINCEN,Department of the Treasury,Financial Crimes Enforcement Network,2001,TRAF,-0.205969973,0.727010094,-1.641572001,1.229315367
TRAH-200109,FLETC,Department of the Treasury,Federal Law Enforcement Training Center,2001,TRAH,-1.172531375,0.727154535,-2.583943868,0.252425387
TRAI-200109,BEP,Department of the Treasury,Bureau of Engraving and Printing,2001,TRAI,-0.819189304,0.733698983,-2.257116454,0.615293469
TRAJ-200109,OCC,Department of the Treasury,Office of the Comptroller of the Currency,2001,TRAJ,0.206073274,0.735480339,-1.237548698,1.647031869
VA-DEP-200109,DVA,Department of Veterans Affairs,,2001,VA-DEP,-0.325167958,0.724365195,-1.738653286,1.105579952
VAAD-200109,BVA,Department of Veterans Affairs,Board of Veterans Appeals,2001,VAAD,0.685975894,0.728108344,-0.752841315,2.122881877
VALA-200109,VBA,Department of Veterans Affairs,Veterans Benefits Administration,2001,VALA,-1.087462558,0.729860736,-2.521388248,0.324062622
VAPA-200109,NCA,Department of Veterans Affairs,National Cemetery Administration,2001,VAPA,-0.831705435,0.723476934,-2.251920665,0.582827857
VATA-200109,VHA,Department of Veterans Affairs,Veterans Health Administration,2001,VATA,-0.292143274,0.733782058,-1.733636596,1.136510977
AF-DEP-200209,USAF,Department of Defense,Air Force,2002,AF-DEP,-0.830588929,0.71950446,-2.240578758,0.608199164
AG-DEP-200209,USDA,Department of Agriculture,,2002,AG-DEP,-0.744568309,0.720487975,-2.145609963,0.692812173
AG02-200209,AMS,Department of Agriculture,Agricultural Marketing Service,2002,AG02,-0.723657212,0.724827893,-2.140614041,0.696191215
AG03-200209,ARS,Department of Agriculture,Agricultural Research Service,2002,AG03,-0.01899229,0.724871953,-1.427696089,1.412396118
AG07-200209,RHS,Department of Agriculture,Rural Housing Service,2002,AG07,-0.889472133,0.732249488,-2.325258796,0.532599814
AG08-200209,RMA,Department of Agriculture,Risk Management Agency,2002,AG08,-1.010735741,0.738146306,-2.46131229,0.441177048
AG10-200209,FAS,Department of Agriculture,Foreign Agricultural Service,2002,AG10,0.167585788,0.731857206,-1.272290904,1.620233245
AG11-200209,USFS,Department of Agriculture,Forest Service,2002,AG11,-0.926272458,0.726234449,-2.351599579,0.493899628
AG14-200209,AGGC,Department of Agriculture,Office of the General Counsel,2002,AG14,0.816536677,0.725025944,-0.60599514,2.237963256
AG15-200209,RUS,Department of Agriculture,Rural Utilities Service,2002,AG15,-0.037637927,0.730934004,-1.472464513,1.408287621
AG16-200209,NRCS,Department of Agriculture,Natural Resources Conservation Service,2002,AG16,-0.121174773,0.720821038,-1.542222466,1.289704946
AG18-200209,ERS,Department of Agriculture,Economic Research Service,2002,AG18,0.69985953,0.730390522,-0.750873021,2.135199864
AG20-200209,NASS,Department of Agriculture,National Agricultural Statistics Service,2002,AG20,0.195634375,0.728819283,-1.235127862,1.600604425
AG22-200209,NIFA,Department of Agriculture,National Institute of Food and Agriculture,2002,AG22,0.50644233,0.730944384,-0.919082668,1.950146454
AG30-200209,FNS,Department of Agriculture,Food and Nutrition Service,2002,AG30,-0.369533709,0.724709649,-1.792680198,1.068059463
AG32-200209,RBCS,Department of Agriculture,Rural Business-Cooperative Service,2002,AG32,0.113996732,0.731128323,-1.336693396,1.547172689
AG34-200209,APHIS,Department of Agriculture,Animal and Plant Health Inspection Service,2002,AG34,-0.552818462,0.721936641,-1.95795563,0.869638122
AG36-200209,GIPSA,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",2002,AG36,-0.453676346,0.727773965,-1.871756677,0.970769218
AG37-200209,FSIS,Department of Agriculture,Food Safety and Inspection Service,2002,AG37,-1.893683782,0.744888942,-3.33786018,-0.442671491
AG90-200209,AGCFO,Department of Agriculture,Office of Chief Financial Officer,2002,AG90,-0.89264536,0.727826773,-2.31518599,0.538017897
AGFA-200209,FSA,Department of Agriculture,Farm Service Agency,2002,AGFA,-0.567795303,0.720645458,-1.975203385,0.853941409
AH01-200209,NEA,National Foundation on the Arts and the Humanities,National Endowment for the Arts,2002,AH01,-0.395179586,0.737227859,-1.858614741,1.037973133
AH02-200209,NEH,National Foundation on the Arts and the Humanities,National Endowment for the Humanities,2002,AH02,-0.415507475,0.728418241,-1.830237272,0.992005651
AH03-200209,IMLS,National Foundation on the Arts and the Humanities,Institute of Museum and Library Services,2002,AH03,-0.165380225,0.73408617,-1.603435796,1.278930539
AI00-200209,USIP,United States Institute of Peace,,2002,AI00,-0.202558386,0.734958858,-1.64333925,1.232896387
AM00-200209,USAID,Department of State,United States Agency for International Development,2002,AM00,0.288179263,0.724048299,-1.130862675,1.715666587
AN00-200209,USADF,United States African Development Foundation,,2002,AN00,0.987682005,0.726759773,-0.429434622,2.420540544
AR-DEP-200209,ARMY,Department of Defense,Army,2002,AR-DEP,-0.657257279,0.73901478,-2.101507662,0.81203764
ARCE-200209,ARCE,Department of Defense,Army Corps of Engineers,2002,ARCE,-0.116399189,0.729378397,-1.537518169,1.286732476
AU00-200209,FLRA,Federal Labor Relations Authority,,2002,AU00,0.52448252,0.730578469,-0.90341046,1.957903378
BD00-200209,MSPB,Merit Systems Protection Board,,2002,BD00,0.727984433,0.730925876,-0.684429465,2.164994346
BF00-200209,DNFSB,Defense Nuclear Facilities Safety Board,,2002,BF00,1.300365662,0.733224335,-0.141449761,2.725796919
BG00-200209,PBGC,Department of Labor,Pension Benefit Guaranty Corporation,2002,BG00,0.108566845,0.727939642,-1.3178051,1.534007356
BO00-200209,OMB,Executive Office of the President,Office of Management and Budget,2002,BO00,0.548626902,0.737527225,-0.884265222,1.985280531
CC00-200209,CCR,Commission on Civil Rights,,2002,CC00,0.446051599,0.726471448,-0.98338097,1.876826941
CE00-200209,CEA,Executive Office of the President,Council of Economic Advisors,2002,CE00,0.022713748,0.731451907,-1.40195834,1.469593603
CM-DEP-200209,DOC,Department of Commerce,,2002,CM-DEP,0.009226393,0.722291648,-1.425459513,1.423076591
